Date,Open,High,Low,Close,Adj Close,Volume
2022-04-01,62.33000183105469,62.95000076293945,62.09000015258789,62.869998931884766,60.60093688964844,12644900
2022-04-04,62.599998474121094,62.790000915527344,61.720001220703125,62.540000915527344,60.2828483581543,11505800
2022-04-05,62.400001525878906,63.2400016784668,62.369998931884766,62.470001220703125,60.21537780761719,15721200
2022-04-06,62.77000045776367,63.2599983215332,62.29999923706055,63.099998474121094,60.822635650634766,19267400
2022-04-07,63.130001068115234,63.66999816894531,62.709999084472656,63.439998626708984,61.15036392211914,13960800
2022-04-08,63.47999954223633,64.04000091552734,63.15999984741211,63.83000183105469,61.52629470825195,12703500
2022-04-11,63.90999984741211,64.30000305175781,63.63999938964844,63.810001373291016,61.50701141357422,12720100
2022-04-12,64.37999725341797,64.80999755859375,63.88999938964844,64.55999755859375,62.22993850708008,18089900
2022-04-13,64.44000244140625,64.87000274658203,64.2300033569336,64.7300033569336,62.39381408691406,11883000
2022-04-14,64.95999908447266,65.56999969482422,64.81999969482422,65.0199966430664,62.673343658447266,16388400
2022-04-18,64.7699966430664,65.18000030517578,64.18000030517578,64.44000244140625,62.11427307128906,11679400
2022-04-19,64.5,65.25,64.44000244140625,65.06999969482422,62.721534729003906,11993800
2022-04-20,65.44000244140625,66.23999786376953,65.4000015258789,65.95999908447266,63.57941436767578,14827100
2022-04-21,65.9800033569336,67.0,65.72000122070312,66.20999908447266,63.820396423339844,15120400
2022-04-22,66.08000183105469,66.33999633789062,65.18000030517578,65.25,62.895042419433594,14902200
2022-04-25,67.0,67.19999694824219,64.77999877929688,65.94000244140625,63.56013870239258,25082000
2022-04-26,65.5199966430664,66.37000274658203,65.04000091552734,65.05000305175781,62.7022590637207,21982600
2022-04-27,65.0,66.27999877929688,65.0,65.55999755859375,63.193851470947266,16971000
2022-04-28,64.66000366210938,66.27999877929688,64.5,66.19000244140625,63.801116943359375,22010600
2022-04-29,65.87000274658203,66.02999877929688,64.48999786376953,64.61000061035156,62.278141021728516,20137100
2022-05-02,65.27999877929688,65.30999755859375,62.58000183105469,63.439998626708984,61.15036392211914,24970300
2022-05-03,63.720001220703125,63.939998626708984,62.66999816894531,63.08000183105469,60.80335998535156,21686300
2022-05-04,63.0,65.12000274658203,62.939998626708984,65.02999877929688,62.682979583740234,19780200
2022-05-05,64.69000244140625,65.02999877929688,64.01000213623047,64.51000213623047,62.18174743652344,20155200
2022-05-06,64.19999694824219,65.30999755859375,64.06999969482422,64.73999786376953,62.4034423828125,18984000
2022-05-09,64.47000122070312,65.36000061035156,64.04000091552734,64.61000061035156,62.278141021728516,20055300
2022-05-10,64.5,65.31999969482422,63.849998474121094,64.01000213623047,61.69979476928711,21322200
2022-05-11,64.33000183105469,65.19999694824219,63.959999084472656,64.30999755859375,61.98896408081055,19648400
2022-05-12,64.16000366210938,64.52999877929688,63.209999084472656,64.51000213623047,62.18174743652344,22574700
2022-05-13,64.80999755859375,65.80000305175781,64.12000274658203,65.72000122070312,63.34807205200195,16167000
2022-05-16,65.44000244140625,66.37999725341797,65.44000244140625,65.95999908447266,63.57941436767578,13223200
2022-05-17,66.0999984741211,66.0999984741211,65.01000213623047,65.77999877929688,63.40591812133789,21300600
2022-05-18,65.41999816894531,65.5199966430664,60.959999084472656,61.20000076293945,58.9912109375,31437300
2022-05-19,60.959999084472656,60.959999084472656,59.65999984741211,60.0,57.83452224731445,31493900
2022-05-20,60.4900016784668,61.2400016784668,59.65999984741211,60.97999954223633,58.779151916503906,29133800
2022-05-23,61.650001525878906,63.099998474121094,61.59000015258789,62.86000061035156,60.59130096435547,19406900
2022-05-24,62.880001068115234,64.19000244140625,62.75,64.0199966430664,61.70942687988281,16154200
2022-05-25,64.0,64.47000122070312,63.599998474121094,64.06999969482422,61.757625579833984,15360500
2022-05-26,64.06999969482422,65.0999984741211,63.959999084472656,64.30000305175781,61.979331970214844,16159800
2022-05-27,64.26000213623047,64.83000183105469,64.13999938964844,64.68000030517578,62.34560775756836,17709000
2022-05-31,64.08000183105469,64.31999969482422,63.04999923706055,63.380001068115234,61.092525482177734,43159000
2022-06-01,63.41999816894531,63.68000030517578,62.130001068115234,63.06999969482422,60.79371643066406,15408300
2022-06-02,63.18000030517578,63.7400016784668,62.11000061035156,63.72999954223633,61.42989730834961,14586000
2022-06-03,63.56999969482422,63.630001068115234,62.810001373291016,62.970001220703125,60.697330474853516,13539900
2022-06-06,63.33000183105469,63.77000045776367,62.65999984741211,62.869998931884766,60.60093688964844,15112800
2022-06-07,62.380001068115234,63.369998931884766,62.220001220703125,63.25,60.96722412109375,17886300
2022-06-08,62.9900016784668,63.209999084472656,62.560001373291016,62.88999938964844,60.620216369628906,10211500
2022-06-09,62.869998931884766,63.349998474121094,61.779998779296875,61.79999923706055,59.569557189941406,13382200
2022-06-10,61.0099983215332,61.88999938964844,60.459999084472656,61.40999984741211,59.193634033203125,14967600
2022-06-13,60.75,62.290000915527344,60.66999816894531,61.34000015258789,59.126155853271484,23064200
2022-06-14,60.72999954223633,60.88999938964844,58.65999984741211,59.22999954223633,57.504798889160156,24620000
2022-06-15,60.0,60.63999938964844,58.970001220703125,59.66999816894531,57.93198013305664,19684700
2022-06-16,58.63999938964844,59.52000045776367,58.25,59.06999969482422,57.349456787109375,15053800
2022-06-17,59.70000076293945,60.130001068115234,59.130001068115234,59.43000030517578,57.698970794677734,34781900
2022-06-21,59.4900016784668,60.880001068115234,59.0099983215332,60.70000076293945,58.931983947753906,17705000
2022-06-22,60.599998474121094,61.45000076293945,60.31999969482422,61.150001525878906,59.36887741088867,15207100
2022-06-23,61.29999923706055,61.90999984741211,61.22999954223633,61.880001068115234,60.077613830566406,17190900
2022-06-24,62.11000061035156,63.060001373291016,62.11000061035156,63.040000915527344,61.203826904296875,18147100
2022-06-27,62.97999954223633,63.290000915527344,62.630001068115234,62.90999984741211,61.07761001586914,12142100
2022-06-28,63.08000183105469,63.7599983215332,62.11000061035156,62.279998779296875,60.46596145629883,13150100
2022-06-29,62.540000915527344,63.11000061035156,62.43000030517578,62.72999954223633,60.90285110473633,11795500
2022-06-30,62.31999969482422,63.11000061035156,62.15999984741211,62.90999984741211,61.07761001586914,15514200
2022-07-01,63.119998931884766,64.44999694824219,62.81999969482422,64.37999725341797,62.504791259765625,15143200
2022-07-05,64.18000030517578,64.18000030517578,62.41999816894531,63.279998779296875,61.436832427978516,15921200
2022-07-06,63.599998474121094,64.08999633789062,63.189998626708984,63.40999984741211,61.56304931640625,13450500
2022-07-07,63.2599983215332,63.58000183105469,62.70000076293945,62.90999984741211,61.07761001586914,14828400
2022-07-08,63.029998779296875,63.41999816894531,62.880001068115234,63.13999938964844,61.30091094970703,11311500
2022-07-11,62.9900016784668,63.459999084472656,62.59000015258789,62.939998626708984,61.10673522949219,12702100
2022-07-12,63.0,63.45000076293945,62.470001220703125,62.66999816894531,60.84459686279297,14731100
2022-07-13,62.33000183105469,63.0,61.97999954223633,62.380001068115234,60.563045501708984,13145300
2022-07-14,61.33000183105469,62.25,61.29999923706055,62.18000030517578,60.368873596191406,14433000
2022-07-15,62.75,62.970001220703125,62.06999969482422,62.5,60.67955017089844,21968400
2022-07-18,62.52000045776367,62.560001373291016,61.5099983215332,61.650001525878906,59.85430908203125,10780800
2022-07-19,62.09000015258789,62.650001525878906,61.93000030517578,62.529998779296875,60.70867919921875,10998200
2022-07-20,62.400001525878906,62.58000183105469,61.150001525878906,61.5,59.70867919921875,11010500
2022-07-21,61.2599983215332,61.880001068115234,60.790000915527344,61.36000061035156,59.57276153564453,11959600
2022-07-22,61.380001068115234,61.869998931884766,61.31999969482422,61.59000015258789,59.796058654785156,11644700
2022-07-25,61.54999923706055,62.29999923706055,61.310001373291016,62.189998626708984,60.378578186035156,14941700
2022-07-26,62.75,63.79999923706055,62.529998779296875,63.209999084472656,61.36886978149414,20118000
2022-07-27,62.880001068115234,63.189998626708984,61.790000915527344,63.0099983215332,61.1746940612793,12142900
2022-07-28,62.91999816894531,64.25,62.88999938964844,64.05999755859375,62.194114685058594,10837000
2022-07-29,63.709999084472656,64.29000091552734,63.630001068115234,64.16999816894531,62.30091094970703,13734200
2022-08-01,64.08999633789062,65.04000091552734,64.02999877929688,64.5199966430664,62.640716552734375,12831500
2022-08-02,64.58999633789062,64.5999984741211,63.43000030517578,63.63999938964844,61.78635025024414,15241900
2022-08-03,63.54999923706055,64.0999984741211,63.310001373291016,63.91999816894531,62.058189392089844,11317000
2022-08-04,63.63999938964844,63.72999954223633,62.91999816894531,63.66999816894531,61.81547164916992,11795600
2022-08-05,63.630001068115234,63.630001068115234,62.66999816894531,63.380001068115234,61.53391647338867,10445400
2022-08-08,63.5,63.810001373291016,62.75,62.970001220703125,61.1358642578125,9165200
2022-08-09,63.18000030517578,63.310001373291016,62.849998474121094,63.04999923706055,61.213531494140625,7910900
2022-08-10,63.630001068115234,63.790000915527344,63.099998474121094,63.650001525878906,61.79605484008789,8857300
2022-08-11,63.689998626708984,63.9900016784668,63.08000183105469,63.220001220703125,61.378578186035156,8507800
2022-08-12,63.43000030517578,63.7599983215332,63.09000015258789,63.70000076293945,61.84459686279297,9489300
2022-08-15,63.63999938964844,64.69000244140625,63.56999969482422,64.5,62.621299743652344,9863300
2022-08-16,64.56999969482422,65.2300033569336,64.33000183105469,65.02999877929688,63.135860443115234,9569600
2022-08-17,64.83000183105469,65.22000122070312,64.76000213623047,64.87999725341797,62.99022674560547,8144000
