Date,Open,High,Low,Close,Adj Close,Volume
2022-04-01,134.4499969482422,135.27999877929688,132.75,133.52000427246094,131.15264892578125,5807500
2022-04-04,133.0500030517578,135.2100067138672,132.86000061035156,134.33999633789062,131.9580841064453,5307300
2022-04-05,134.0399932861328,134.67999267578125,132.02000427246094,132.3000030517578,129.9542694091797,5707800
2022-04-06,130.0500030517578,130.3000030517578,126.33000183105469,128.36000061035156,126.08412170410156,6961000
2022-04-07,127.43000030517578,129.97999572753906,127.08999633789062,129.3800048828125,127.08602142333984,5320500
2022-04-08,129.44000244140625,129.92999267578125,127.87999725341797,128.14999389648438,125.8778305053711,4877400
2022-04-11,125.0999984741211,126.87000274658203,124.31999969482422,124.9800033569336,122.76405334472656,6365400
2022-04-12,125.19999694824219,128.10000610351562,124.33999633789062,125.04000091552734,122.82298278808594,5146800
2022-04-13,125.04000091552734,127.86000061035156,125.04000091552734,127.48999786376953,125.22953796386719,5119300
2022-04-14,129.0800018310547,134.3800048828125,128.88999938964844,133.4600067138672,131.09371948242188,12811300
2022-04-18,132.0,133.38999938964844,130.30999755859375,131.6300048828125,129.296142578125,5298200
2022-04-19,133.08999633789062,137.47999572753906,132.77999877929688,137.0500030517578,134.62005615234375,7346100
2022-04-20,137.9600067138672,138.64999389648438,135.66000366210938,135.8699951171875,133.46095275878906,5309700
2022-04-21,138.5500030517578,139.13999938964844,135.0800018310547,135.4600067138672,133.05824279785156,6562400
2022-04-22,134.3300018310547,134.92999267578125,128.7100067138672,129.07000732421875,126.78153991699219,7321700
2022-04-25,127.80000305175781,128.94000244140625,124.8499984741211,127.94000244140625,125.67156982421875,6512500
2022-04-26,126.94999694824219,127.58999633789062,120.4800033569336,120.5199966430664,118.38312530517578,7977900
2022-04-27,121.08999633789062,124.0,121.08999633789062,121.23999786376953,119.0903549194336,6007800
2022-04-28,123.16999816894531,127.97000122070312,122.5999984741211,127.05000305175781,124.79735565185547,6551600
2022-04-29,126.22000122070312,128.4499969482422,124.25,124.69999694824219,122.489013671875,5867900
2022-05-02,124.43000030517578,126.18000030517578,122.80000305175781,126.08000183105469,123.84454345703125,5428400
2022-05-03,125.0199966430664,125.76000213623047,120.22000122070312,122.86000061035156,120.681640625,8201200
2022-05-04,122.54000091552734,126.19999694824219,120.08000183105469,126.05999755859375,123.82489776611328,6924000
2022-05-05,124.11000061035156,124.75,116.5199966430664,118.62999725341797,116.5266342163086,8411600
2022-05-06,113.73999786376953,115.9000015258789,110.66000366210938,114.48999786376953,112.46003723144531,11237500
2022-05-09,112.97000122070312,114.43000030517578,110.58999633789062,111.20999908447266,109.23819732666016,7506000
2022-05-10,113.02999877929688,113.44000244140625,108.3499984741211,109.48999786376953,107.54869079589844,7526900
2022-05-11,110.69999694824219,111.1500015258789,107.58999633789062,107.91999816894531,106.00652313232422,6611800
2022-05-12,105.18000030517578,109.87999725341797,105.0,107.9000015258789,105.98688507080078,10245400
2022-05-13,110.26000213623047,113.11000061035156,108.66999816894531,113.01000213623047,111.00628662109375,9618800
2022-05-16,112.9800033569336,113.44000244140625,111.55999755859375,112.5999984741211,110.60354614257812,5722500
2022-05-17,115.5,117.0999984741211,113.06999969482422,115.9000015258789,113.84503936767578,6026100
2022-05-18,112.5,113.36000061035156,108.77999877929688,109.37000274658203,107.43082427978516,8188300
